"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
v2_effsec_g12,info_visite_2,,radio,,"1, GRADE 1: Symptômes Légers, sans ou peu d'impact sur la réalisation des activités. Aucune indication d'intervention. | 2, GRADE 2:  Symptômes Modérés, un peu plus d'impact sur la réalisation des activités. Intervention indiquée. | 3, GRADE 3: Symptômes Sévères, empêchent la réalisation des activités. Intervention ou hospitalisation indiquée. | 4, GRADE 4: Symptômes Très Sévères, potentiellement dangereux pour la vie, empêchant la réalisation des soins de base personnels. Intervention indiquée pour prévenir des dommages permanents/invalidités persistantes/ mort",,,,,,,,,,,,
v2_effsec_com12,info_visite_2,,notes,,,,,,,,,,LH,,,,
v2_effsec_tab,info_visite_2,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 33.3623%;"">EFFETS SECONDAIRES</td> <td style=""width: 33.3623%;"">GRADES</td> <td style=""width: 33.2173%;"">COMMENTAIRES</td> </tr> <tr> <td style=""width: 33.3623%;"">{v2_effsec_1}</td> <td style=""width: 33.3623%;""> </td> <td style=""width: 33.2173%;"">{v2_effsec_com1}</td> </tr> <tr> <td style=""width: 33.3623%;"">{v2_effsec_2}</td> <td style=""width: 33.3623%;"">{v2_effsec_g2}</td> <td style=""width: 33.2173%;"">{v2_effsec_com2}</td> </tr> <tr> <td style=""width: 33.3623%;"">{v2_effsec_3}</td> <td style=""width: 33.3623%;"">{v2_effsec_g3}</td> <td style=""width: 33.2173%;"">{v2_effsec_com3}</td> </tr> <tr> <td style=""width: 33.3623%;"">{v2_effsec_4}</td> <td style=""width: 33.3623%;"">{v2_effsec_g4}</td> <td style=""width: 33.2173%;"">{v2_effsec_com4}</td> </tr> <tr> <td style=""width: 33.3623%;"">{v2_effsec_5}</td> <td style=""width: 33.3623%;"">{v2_effsec_g5}</td> <td style=""width: 33.2173%;"">{v2_effsec_com5}</td> </tr> <tr> <td style=""width: 33.3623%;"">{v2_effsec_6}</td> <td style=""width: 33.3623%;"">{v2_effsec_g6}</td> <td style=""width: 33.2173%;"">{v2_effsec_com6}</td> </tr> <tr> <td style=""width: 33.3623%;"">{v2_effsec_7}</td> <td style=""width: 33.3623%;"">{v2_effsec_g7}</td> <td style=""width: 33.2173%;"">{v2_effsec_com7}</td> </tr> <tr> <td style=""width: 33.3623%;"">{v2_effsec_8}</td> <td style=""width: 33.3623%;"">{v2_effsec_g8}</td> <td style=""width: 33.2173%;"">{v2_effsec_com8}</td> </tr> <tr> <td style=""width: 33.3623%;"">{v2_effsec_9}</td> <td style=""width: 33.3623%;"">{v2_effsec_g9}</td> <td style=""width: 33.2173%;"">{v2_effsec_com9}</td> </tr> <tr> <td style=""width: 33.3623%;"">{v2_effsec_10}</td> <td style=""width: 33.3623%;"">{v2_effsec_g10}</td> <td style=""width: 33.2173%;"">{v2_effsec_com10}</td> </tr> <tr> <td style=""width: 33.3623%;"">{v2_effsec_11}</td> <td style=""width: 33.3623%;"">{v2_effsec_g11}</td> <td style=""width: 33.2173%;"">{v2_effsec_com11}</td> </tr> <tr> <td style=""width: 33.3623%;"">{v2_effsec_12}</td> <td style=""width: 33.3623%;"">{v2_effsec_g12}</td> <td style=""width: 33.2173%;"">{v2_effsec_com12}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
v2_antibio_nom,info_visite_2,,text,Lequel?,,,,,,,,,LH,,,,
v2_antibio_date,info_visite_2,,text,"Date de prise de la dernière dose",,,date_ymd,,,,,,LH,,,,
v2_qs90j,info_visite_2,"SUIVI À 90 JOURS après la visite 2",radio,"Est-ce que le participant accepte de remplir le questionnaire de suivi (à 90 jours) qui sera envoyé par courriel?","1, OUI | 0, NON",,,,,,,,,,,,
v2_email,info_visite_2,,text,"Courriel du participant",,,email,,,,"[v2_qs90j] = '1'",y,,,,,
v2_com,info_visite_2," ",notes,COMMENTAIRES,,,,,,,,,LH,,,,
fp_date_v2,fonction_pulmonaire_2,,text,Date,,,date_ymd,,,,,,LH,,,,
fp_oscipre_h_v2,fonction_pulmonaire_2,,text,"Oscillo heure pré-bd",,,time,,,,,,,,,,
fp_spiropre_h_v2,fonction_pulmonaire_2,,text,"Spiro heure pré-bd",,,time,,,,,,,,,,
fp_spiropost_h_v2,fonction_pulmonaire_2,,text,"Spiro heure post-bd",,,time,,,,,,,,,,
fp_oscipost_h_v2,fonction_pulmonaire_2,,text,"Oscillo heure post-bd",,,time,,,,,,,,,,
fp_oscillo_tab_v2,fonction_pulmonaire_2,"RAPPORT DE OSCILLOMÉTRIE",descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 123.2px;"" border=""1""> <tbody> <tr style=""height: 17.6px;""> <td style=""width: 16.6557%; height: 17.6px;""> </td> <td style=""width: 16.6557%; height: 17.6px;""> </td> <td style=""height: 17.6px; width: 33.3114%; text-align: center;"" colspan=""2""> <p style=""text-align: center;"">PRÉ-BD</p> <p style=""text-align: center;"">{fp_oscipre_h_v2}</p> </td> <td style=""height: 17.6px; width: 33.3114%; text-align: center;"" colspan=""2""> <p style=""text-align: center;"">POST-BD</p> <p style=""text-align: center;"">{fp_oscipost_h_v2}</p> </td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6557%; height: 17.6px;""> </td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">PRÉDIT</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">OBSERVÉ</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">%</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">OBSERVÉ</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">%</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6557%; height: 17.6px; text-align: right;"">R5</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r5_predit_v2}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r5_obs_pre_v2}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r5_obs_prepour_v2}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r5_obs_post_v2}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r5_obs_postpour_v2}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6557%; height: 17.6px; text-align: right;"">R19</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r19_predit_v2}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r19_obs_pre_v2}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r19_obs_prepour_v2}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r19_obs_post_v2}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r19_obs_postpour_v2}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6557%; height: 17.6px; text-align: right;"">X5</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_x5_predit_v2}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_x5_obs_pre_v2}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_x5_obs_prepour_v2}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_x5_obs_post_v2}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_x5_obs_postpour_v2}</td> </tr> <tr> <td style=""width: 16.6557%; text-align: right;"">AX</td> <td style=""width: 16.6557%; text-align: center;"">{fp_ax_predit_v2}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_ax_obs_pre_v2}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_ax_obs_prepour_v2}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_ax_obs_post_v2}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_ax_obs_postpour_v2}</td> </tr> <tr> <td style=""width: 16.6557%; text-align: right;"">R5-R19</td> <td style=""width: 16.6557%; text-align: center;"">{fp_r519_predit_v2}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_r519_obs_pre_v2}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_r519_obs_prepour_v2}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_r519_obs_post_v2}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_r519_obs_postpour_v2}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
fp_spiro_ats_v2,fonction_pulmonaire_2,"RAPPORT DE SPIROMÉTRIE FORCÉE",radio,"Est-ce que la spirométrie satisfait les critères de l'ATS","0, NON | 1, OUI",,,,,,,,,,,,
fp_spiro_ats_pourq_v2,fonction_pulmonaire_2,,notes,Pourquoi?,,,,,,,"[fp_spiro_ats_v2] = '0'",,LH,,,,
fp_cvf_predit_v2,fonction_pulmonaire_2,,text,"CVF prédit",,,number,,,,,,,,,,
fp_cvf_obs_pre_l_v2,fonction_pulmonaire_2,,text,"CVF observé pré-BD",,,number,,,,,,,,,,
fp_cvf_obs_pre_pour_v2,fonction_pulmonaire_2,,calc,"CVF pre-BD %","round(([fp_cvf_obs_pre_l_v2]/[fp_cvf_predit_v2])*100,1)",,,,,,,,,,,,
fp_cvf_obs_post_l_v2,fonction_pulmonaire_2,,text,"CVF obs post-BD",,,number,,,,,,,,,,
fp_cvf_obs_post_pour_v2,fonction_pulmonaire_2,,calc,"CVF obs post-bd %","round(([fp_cvf_obs_post_l_v2]/[fp_cvf_predit_v2])*100,1)",,,,,,,,,,,,
fp_echelle_v2,fonction_pulmonaire_2,,dropdown,"Valeur prédite selon l'échelle
GLI Lung Function Calculator: gli-calculator.ersnet.org/","0, GLI 2012 | 1, Crapo | 2, Knudson | 3, NHanes III | 4, Quanjer | 5, IUCPQ | 6, Soc Euro | 7, GLI-2013 | 8, IUCPQ.db | 9, Inconnue",,,,,,,,,,,," @DEFAULT='0'"
fp_vems_predit_v2,fonction_pulmonaire_2,,text,"VEMS prédit",,,number,,,,,,,,,,
fp_dep_predit_v2,fonction_pulmonaire_2,,text,"DEP prédit",,,number,,,,,,,,,,
fp_demm_predit_v2,fonction_pulmonaire_2,,text,"DEMM prédit",,,number,,,,,,,,,,
fp_dep_predit_l_m_v2,fonction_pulmonaire_2,,calc,"DEP prédit","roundup([fp_dep_predit_v2]*60,1)",,,,,,,,,,,,
fp_vems_obs_pre_l_v2,fonction_pulmonaire_2,,text,"VEMS obs pré-BD L",,,number,,,,,,,,,,
fp_vems_obs_pre_pour_v2,fonction_pulmonaire_2,,calc,"VEMS obs préBD %","round(([fp_vems_obs_pre_l_v2]/[fp_vems_predit_v2])*100,1)",,,,,,,,,,,,
fp_dep_obs_pre_pour_v2,fonction_pulmonaire_2,,calc,"DEP obs préBD %","round(([fp_dep_obs_pre_l_s_v2]/[fp_dep_predit_v2])*100,1)",,,,,,,,,,,,
fp_demm_obs_pre_pour_v2,fonction_pulmonaire_2,,calc,"DEMM obs préBD %","round(([fp_demm_obs_pre_l_s_v2]/[fp_demm_predit_v2])*100,1)",,,,,,,,,,,,
fp_dep_obs_pre_l_s_v2,fonction_pulmonaire_2,,text,"DEP obs préBD L/s",,,number,,,,,,,,,,
fp_demm_obs_pre_l_s_v2,fonction_pulmonaire_2,,text,"DEMM obs préBD L/s",,,,,,,,,,,,,
fp_dep_obs_pre_l_m_v2,fonction_pulmonaire_2,,calc,"DEP obs préBD L/m","roundup([fp_dep_obs_pre_l_s_v2]*60,1)",,,,,,,,,,,,
fp_vems_obs_post_l_v2,fonction_pulmonaire_2,,text,"VEMS obs  post-BD L",,,number,,,,,,,,,,
fp_dep_obs_post_l_s_v2,fonction_pulmonaire_2,,text,"DEP obs  post-BD L/s",,,number,,,,,,,,,,
fp_demm_obs_post_l_s_v2,fonction_pulmonaire_2,,text,"DEMM obs  post-BD L/s",,,number,,,,,,,,,,
fp_dep_obs_post_l_m_v2,fonction_pulmonaire_2,,calc,"DEP obs  post-BD L/m","roundup([fp_dep_obs_post_l_s_v2]*60,1)",,,,,,,,,,,,
fp_vems_obs_post_pour_v2,fonction_pulmonaire_2,,calc,"VEMS obs post-BD %","round(([fp_vems_obs_post_l_v2]/[fp_vems_predit_v2])*100,1)",,,,,,,,,,,,
fp_dep_obs_post_pour_v2,fonction_pulmonaire_2,,calc,"DEP obs post-BD %","round(([fp_dep_obs_post_l_s_v2]/[fp_dep_predit_v2])*100,1)",,,,,,,,,,,,
fp_demm_obs_post_pour_v2,fonction_pulmonaire_2,,calc,"DEMM obs post-BD %","round(([fp_demm_obs_post_l_s_v2]/[fp_demm_predit_v2])*100,1)",,,,,,,,,,,,
fp_vems_cvf_predit_v2,fonction_pulmonaire_2,,calc,"VEMS/CVF prédit","roundup([fp_vems_predit_v2]/[fp_cvf_predit_v2]*100,2)",,,,,,,,,,,,
fp_vems_cvf_obs_pre_v2,fonction_pulmonaire_2,,calc,"VEMS/CVF observée pré-BD","roundup([fp_vems_obs_pre_l_v2]/[fp_cvf_obs_pre_l_v2]*100,2)",,,,,,,,,,,,
fp_vems_cvf_obs_post_v2,fonction_pulmonaire_2,,calc,"VEMS/CVF observée post-BD","roundup([fp_vems_obs_post_l_v2]/[fp_cvf_obs_post_l_v2]*100,2)",,,,,,,,,,,,
fp_spiro_v2,fonction_pulmonaire_2,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 158.4px;"" border=""1""> <tbody> <tr style=""height: 17.6px;""> <td style=""width: 16.6733%; height: 17.6px;""> </td> <td style=""width: 16.6733%; height: 17.6px;""> </td> <td style=""height: 17.6px; width: 33.3466%; text-align: center;"" colspan=""2""> <p style=""text-align: center;"">PRÉ-BD</p> <p style=""text-align: center;"">{fp_spiropre_h_v2}</p> </td> <td style=""height: 17.6px; width: 33.3466%; text-align: center;"" colspan=""2""> <p style=""text-align: center;"">POST-BD</p> <p style=""text-align: center;"">{fp_spiropost_h_v2}</p> </td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6733%; height: 17.6px;""> </td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">PRÉDIT</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">OBSERVÉ</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">%</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">OBSERVÉ</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">%</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6733%; height: 17.6px; text-align: right;"">CVF (L)</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_cvf_predit_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_cvf_obs_pre_l_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_cvf_obs_pre_pour_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_cvf_obs_post_l_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_cvf_obs_post_pour_v2}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6733%; height: 17.6px; text-align: right;"">VEMS (L)</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_predit_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_obs_pre_l_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_obs_pre_pour_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_obs_post_l_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_obs_post_pour_v2}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6733%; height: 17.6px; text-align: right;"">VEMS/CVF (%)</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_cvf_predit_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_cvf_obs_pre_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;""> </td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_cvf_obs_post_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;""> </td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6733%; text-align: right; height: 17.6px;"">DEM25/75 (L/s)</td> <td style=""width: 16.6733%; text-align: center; height: 17.6px;"">{fp_demm_predit_v2}</td> <td style=""width: 16.6733%; text-align: center; height: 17.6px;"">{fp_demm_obs_pre_l_s_v2}</td> <td style=""width: 16.6733%; text-align: center; height: 17.6px;"">{fp_demm_obs_pre_pour_v2}</td> <td style=""width: 16.6733%; text-align: center; height: 17.6px;"">{fp_demm_obs_post_l_s_v2}</td> <td style=""width: 16.6733%; text-align: center; height: 17.6px;"">{fp_demm_obs_post_pour_v2}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6733%; height: 17.6px; text-align: right;"">DEP (L/s)</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_predit_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_obs_pre_l_s_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_obs_pre_pour_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_obs_post_l_s_v2}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_obs_post_pour_v2}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6733%; height: 17.6px; text-align: right;"">DEP (L/m)</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_predit_l_m_v2} </td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_obs_pre_l_m_v2} </td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;""> </td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_obs_post_l_m_v2} </td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;""> </td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
fp_r5_predit_v2,fonction_pulmonaire_2,,text,"Oscillo R5",,,number,,,,,,,,,,
fp_r19_predit_v2,fonction_pulmonaire_2,,text,"Oscillo R19",,,number,,,,,,,,,,
fp_r519_predit_v2,fonction_pulmonaire_2,,text,"Oscillo R5-19",,,number,,,,,,,,,,
fp_ax_predit_v2,fonction_pulmonaire_2,,text,"Oscillo AX",,,number,,,,,,,,,,
fp_x5_predit_v2,fonction_pulmonaire_2,,text,"Oscillo X5",,,number,,,,,,,,,,
fp_r5_obs_pre_v2,fonction_pulmonaire_2,,text,"Oscillo R5 pré-BD",,,number,,,,,,,,,,
fp_r19_obs_pre_v2,fonction_pulmonaire_2,,text,"Oscillo R19 pré-BD",,,number,,,,,,,,,,
fp_r519_obs_pre_v2,fonction_pulmonaire_2,,text,"Oscillo R5-19 pré-BD",,,number,,,,,,,,,,
fp_ax_obs_pre_v2,fonction_pulmonaire_2,,text,"Oscillo AX pré-BD",,,number,,,,,,,,,,
fp_x5_obs_pre_v2,fonction_pulmonaire_2,,text,"Oscillo X5 pré-BD",,,number,,,,,,,,,,
fp_r5_obs_post_v2,fonction_pulmonaire_2,,text,"Oscillo R5 post-BD",,,number,,,,,,,,,,
fp_r19_obs_post_v2,fonction_pulmonaire_2,,text,"Oscillo R19 post-BD",,,number,,,,,,,,,,
fp_r519_obs_post_v2,fonction_pulmonaire_2,,text,"Oscillo R5-19 post-BD",,,number,,,,,,,,,,
fp_ax_obs_post_v2,fonction_pulmonaire_2,,text,"Oscillo AX post-BD",,,number,,,,,,,,,,
fp_x5_obs_post_v2,fonction_pulmonaire_2,,text,"Oscillo X5 post-BD",,,number,,,,,,,,,,
fp_r5_obs_prepour_v2,fonction_pulmonaire_2,,calc,"Oscillo R5 pré-BD pourcentage","round(([fp_r5_obs_pre_v2]/[fp_r5_predit_v2])*100,2)",,,,,,,,,,,,
fp_r19_obs_prepour_v2,fonction_pulmonaire_2,,calc,"Oscillo R19 pré-BD pourcentage","round(([fp_r19_obs_pre_v2]/[fp_r19_predit_v2])*100,2)",,,,,,,,,,,,
fp_r519_obs_prepour_v2,fonction_pulmonaire_2,,calc,"Oscillo R5-19 pré-BD pourcentage","round(([fp_r519_obs_pre_v2]/[fp_r519_predit_v2])*100,2)",,,,,,,,,,,,
fp_ax_obs_prepour_v2,fonction_pulmonaire_2,,calc,"Oscillo AX pré-BD pourcentage","round(([fp_ax_obs_pre_v2]/[fp_ax_predit_v2])*100,2)",,,,,,,,,,,,
fp_x5_obs_prepour_v2,fonction_pulmonaire_2,,calc,"Oscillo X5 pré-BD pourcentage","round(([fp_x5_obs_pre_v2]/[fp_x5_predit_v2])*100,2)",,,,,,,,,,,,
fp_r5_obs_postpour_v2,fonction_pulmonaire_2,,calc,"Oscillo R5 post-BD pourcentage","round(([fp_r5_obs_post_v2]/[fp_r5_predit_v2])*100,2)",,,,,,,,,,,,
fp_r19_obs_postpour_v2,fonction_pulmonaire_2,,calc,"Oscillo R19 post-BD pourcentage","round(([fp_r19_obs_pre_v2]/[fp_r19_predit_v2])*100,2)",,,,,,,,,,,,
fp_r519_obs_postpour_v2,fonction_pulmonaire_2,,calc,"Oscillo R5-19 post-BD pourcentage","round(([fp_r519_obs_post_v2]/[fp_r519_predit_v2])*100,2)",,,,,,,,,,,,
